ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",,,
ham,"Nope, I'm still in the market",,,
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",,,
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,,,
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",,,
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,,,
ham,So i asked how's anthony. Dad. And your bf,,,
ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,,,
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,,,
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",,,
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,,,
ham,Lol ... I knew that .... I saw him in the dollar store,,,
ham,Shall i come to get pickle,,,
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,,,
ham,Stupid auto correct on my phone,,,
ham,They r giving a second chance to rahul dengra.,,,
ham,aathi..where are you dear..,,,
ham,Ok. But i finish at 6.,,,
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,,,
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),,,
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,
ham,Can you pls send me that company name. In saibaba colany,,,
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,,,
ham,Just taste fish curry :-P,,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
ham,"Great. I'm in church now, will holla when i get out",,,
ham,Good Morning my Dear........... Have a great &amp; successful day.,,,
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
ham,"Yes, princess. Toledo.",,,
ham,I'm at home. Please call,,,
ham,When/where do I pick you up,,,
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,,,
ham,I can do that! I want to please you both inside and outside the bedroom...,,,
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",,,
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,,,
ham,For my family happiness..,,,
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,,,
ham,Yes... I trust u to buy new stuff ASAP so I can try it out,,,
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,,,
ham,"A few people are at the game, I'm at the mall with iouri and kaila",,,
ham,You are not bothering me but you have to trust my answers. Pls.,,,
spam,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,,,
ham,"Awesome, text me when you're restocked",,,
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",,,
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
ham,K...k:)why cant you come here and search job:),,,
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie,,,
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,,,
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",,,
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",,,
ham,"Yo, you around? Just got my car back",,,
ham,Otherwise had part time job na-tuition..,,,
ham,"Night night, see you tomorrow",,,
ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",,,
ham,Ok.. ÌÏ finishing soon?,,,
ham,And by when you're done I mean now,,,
ham,"Ya, told..she was asking wats matter?",,,
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,,,
ham,We can go 4 e normal pilates after our intro...  ,,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
ham,"Sorry, I'll call later",,,
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,,,
ham,I'm working technical support :)voice process.networking field.,,,
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,,,
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,,,
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,,,
ham,Armand says get your ass over to epsilon,,,
ham,Thanx 4 e brownie it's v nice...,,,
ham,K..k:)how much does it cost?,,,
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,,,
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",,,
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,,,
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",,,
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,,,
ham,Can i get your opinion on something first?,,,
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,,,
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,,,
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,,,
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,,,
ham,Yeah but which is worse for i,,,
ham,Come to my home for one last time i wont do anything. Trust me.,,,
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),,,
ham,So Ì_ pay first lar... Then when is da stock comin...,,,
ham,Even my brother is not like to speak with me. They treat me like aids patent.,,,
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",,,
ham,Ok...,,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
ham,Aight should I just plan to come up later tonight?,,,
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,,,
ham,Also track down any lighters you can find,,,
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,,,
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,,,
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,,,
ham,But i'm surprised she still can guess right lor...,,,
ham,"Lets use it next week, princess :)",,,
ham,"Ah, well that confuses things, doesn‰Û÷t it?",,,
ham,How come?,,,
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,,,
ham,K. I will sent it again,,,
ham,Did you see that film:),,,
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,,,
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",,,
ham,What time you think you'll have it? Need to know when I should be near campus,,,
ham,I accidentally deleted the message. Resend please.,,,
ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",,,
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,,,
ham,I am in tirupur.  call you da.,,,
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",,,
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,,,
ham,"I just got home babe, are you still awake ?",,,
ham,Ok. I asked for money how far,,,
ham,My exam is for february 4. Wish you a great day.,,,
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,,,
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,,,
ham,Jos ask if u wana meet up?,,,
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,,,
ham,Dun need to use dial up juz open da browser n surf...,,,
ham,Wat time u finish ur lect today?,,,
ham,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight""",,,
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,,,
ham,Where you. What happen,,,
ham,How do you guys go to see movies on your side.,,,
ham,Carry on not disturbing both of you,,,
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,,,
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,,,
ham,"Now, whats your house # again ? And do you have any beer there ?",,,
ham,ok. I am a gentleman and will treat you with dignity and respect.,,,
ham,"I guess you could be as good an excuse as any, lol.",,,
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,,,
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,,,
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",,,
ham,Yes princess! I want to make you happy...,,,
ham,How much are we getting?,,,
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",,,
ham,Ok lor but not too early. Me still having project meeting now.,,,
ham,Howz that persons story,,,
ham,Well I'm going to be an aunty!,,,
ham,I always chat with you. In fact i need money can you raise me?,,,
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,,,
ham,"Aight no rush, I'll ask jay",,,
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,,,
ham,There's no point hangin on to mr not right if he's not makin u happy,,,
ham,They will pick up and drop in car.so no problem..,,,
ham,If he started searching he will get job in few days.he have great potential and talent.,,,
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,,,
ham,"Hiya, had a good day? Have you spoken to since the weekend?",,,
ham,"Just making dinner, you ?",,,
ham,What is this 'hex' place you talk of? Explain!,,,
ham,"Just wondering, the others just took off",,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
ham,Will it help if we propose going back again tomorrow,,,
ham,Hi:)cts employee how are you?,,,
ham,Arun can u transfr me d amt,,,
ham,Apo all other are mokka players only,,,
ham,"I'm outside islands, head towards hard rock and you'll run into me",,,
ham,Speaking of does he have any cash yet?,,,
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),,,
ham,Then anything special?,,,
ham,I dont understand your message.,,,
ham,ÌÏ log off 4 wat. It's sdryb8i,,,
ham,I'm glad. You are following your dreams.,,,
ham,Y bishan lei... I tot Ì_ say lavender? ,,,
ham,Oh just getting even with u.... u?,,,
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,
ham,Oooh bed ridden ey? What are YOU thinking of?,,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,,,
ham,Ofcourse I also upload some songs,,,
ham,Will Ì_ b going to esplanade fr home?,,,
ham,Dude just saw a parked car with its sunroof popped up. Sux,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"," always give response 2 who cares 4 U\""... Gud night..swt dreams..take care""",,
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,,,
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",,,
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,,,
ham,So dont use hook up any how,,,
ham,You need to get up. Now.,,,
ham,Mm yes dear look how i am hugging you both. :-P,,,
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,,,
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,,,
ham,Ok thanx...,,,
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",,,
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),,,
ham,What time should I tell my friend to be around?,,,
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,,,
ham,So i'm doing a list of buyers.,,,
ham,I dont want to hear anything,,,
ham,"I av a new number,  . Wil u only use this one,ta.",,,
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",,,
ham,I re-met alex nichols from middle school and it turns out he's dealing!,,,
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,,,
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,,,
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,,,
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,,,
ham,Ok... Help me ask if she's working tmr a not?,,,
ham,Is that on the telly? No its Brdget Jones!,,,
ham,Yes I know the cheesy songs from frosty the snowman :),,,
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",,,
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,,,
ham,I'm done...,,,
ham,"Sorry,in meeting I'll call later",,,
ham,"Awesome, be there in a minute",,,
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,,,
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,,,
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",,,
ham,Just curious because my cuz asked what I was up to,,,
ham,ÌÏ go home liao? Ask dad to pick me up at 6...,,,
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",,,
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),,,
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",,,
ham,I'll talk to the others and probably just come early tomorrow then,,,
ham,Watching tv lor. Nice one then i like lor.,,,
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,
ham,Might ax well im there.,,,
ham,Which is weird because I know I had it at one point,,,
ham,"As in missionary hook up, doggy hook up, standing...|",,,
ham,Tell me pa. How is pain de.,,,
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,,,
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",,,
ham,PICK UR FONE UP NOW U DUMB?,,,
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,,,
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",,,
ham,Bring it if you got it,,,
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,,,
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",,,
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,,,
ham,Probably a couple hours tops,,,
ham,How much is torch in 9ja.,,,
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,,,
ham,Da is good good player.why he is unsold.,,,
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,,,
ham,I will spoil you in bed as well :),,,
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",,,
ham,Not able to do anything.,,,
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,,,
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,,,
ham,I am in hospital da. . I will return home in evening,,,
ham,From here after The performance award is calculated every two month.not for current one month period..,,,
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,
ham,Have you been practising your curtsey?,,,
ham,Fine. Do you remember me.,,,
ham,Is ur paper today in e morn or aft?,,,
ham,Still work going on:)it is very small house.,,,
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,,,
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",,,
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",,,
ham,Watching tv now. I got new job :),,,
ham,Sen told that he is going to join his uncle finance in cbe,,,
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,,,
ham,"Yes, princess. Are you going to make me moan?",,,
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,,,
ham,"Could you not read me, my Love ? I answered you",,,
ham,"Aight, let me know when you're gonna be around usf",,,
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,,,
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?,,,
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
ham,"Hmm well, night night ",,,
ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,,,
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,,,
ham,Do you know where my lab goggles went,,,
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",,,
ham,Did you stitch his trouser,,,
ham,Ok.,,,
ham,Got meh... When?,,,
ham,Just seeing your missed call my dear brother. Do have a gr8 day.,,,
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,,,
ham,Infact happy new year. How are you where are you when are we seeing,,,
ham,Teach me apps da. When you come to college.,,,
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,,,
ham,The battery is for mr adewale my uncle. Aka Egbon,,,
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,,,
ham,I dont. Can you send it to me. Plus how's mode.,,,
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,,,
ham,Wen did you get so spiritual and deep. That's great,,,
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? ",,,
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",,,
ham,"I'm home, my love ... If your still awake ... *loving kiss*",,,
ham,I am joining today formally.Pls keep praying.will talk later.,,,
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,,,
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",,,
ham,Thanx...,,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,,,
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,,,
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,,,
ham,Yup n her fren lor. I'm meeting my fren at 730.,,,
ham,Uhhhhrmm isnt having tb test bad when youre sick,,,
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",,,
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",,,
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,,,
spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,,,
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",,,
